date,open,high,low,close,adjclose,volume
2000-05-10,24.500000,25.062500,24.375000,25.062500,17.573460,23400
2000-05-11,25.125000,25.750000,25.125000,25.250000,17.704929,30200
2000-05-12,25.000000,25.750000,24.875000,25.750000,18.055523,32300
2000-05-15,25.750000,26.500000,25.625000,25.750000,18.055523,73700
2000-05-16,25.812500,26.500000,25.625000,26.250000,18.406105,26100
2000-05-17,26.375000,26.500000,26.250000,26.375000,18.493761,5300
2000-05-18,26.375000,26.375000,26.062500,26.187500,18.362295,9400
2000-05-19,26.187500,26.187500,26.000000,26.125000,18.318468,38200
2000-05-22,26.000000,26.000000,25.812500,25.812500,18.099350,6700
2000-05-23,25.375000,25.375000,23.750000,23.750000,16.653151,63200
2000-05-24,23.250000,23.625000,23.000000,23.250000,16.302563,33100
2000-05-25,23.375000,23.500000,23.375000,23.375000,16.390207,12500
2000-05-26,23.375000,23.625000,23.250000,23.250000,16.302563,64800
2000-05-30,23.250000,23.250000,22.812500,23.250000,16.302563,89000
2000-05-31,23.250000,24.187500,23.250000,24.062500,16.872271,68300
2000-06-01,24.062500,24.750000,24.062500,24.375000,17.091389,38200
2000-06-02,24.500000,26.000000,24.500000,25.750000,18.055523,62400
2000-06-05,25.625000,27.000000,25.375000,26.875000,18.844353,145400
2000-06-06,26.875000,26.875000,26.375000,26.437500,18.537592,61200
2000-06-07,26.437500,26.437500,25.937500,25.937500,18.186981,16400
2000-06-08,25.812500,25.812500,25.375000,25.437500,17.836403,32200
2000-06-09,25.375000,25.437500,25.250000,25.437500,17.836403,29700
2000-06-12,25.437500,25.437500,24.500000,25.250000,17.704929,75500
2000-06-13,24.750000,26.000000,24.750000,26.000000,18.230814,185700
2000-06-14,26.000000,26.937500,26.000000,26.812500,18.800535,162900
2000-06-15,27.062500,28.000000,27.062500,27.500000,19.282602,104300
2000-06-16,27.500000,29.250000,27.500000,29.000000,20.334383,222700
2000-06-19,29.250000,29.375000,28.750000,28.812500,20.202898,197500
2000-06-20,28.625000,28.625000,28.000000,28.437500,19.939959,68600
2000-06-21,28.500000,29.250000,28.500000,29.250000,20.509663,35700
2000-06-22,29.187500,31.375000,29.000000,30.875000,21.649099,53000
2000-06-23,30.875000,30.906200,30.000000,30.187500,21.167030,53900
2000-06-26,30.000000,31.000000,29.750000,31.000000,21.736744,85500
2000-06-27,31.250000,32.625000,31.125000,32.375000,22.700878,58000
2000-06-28,32.375000,36.000000,32.000000,35.000000,24.541491,128800
2000-06-29,35.000000,35.000000,32.625000,32.625000,22.876175,292000
2000-06-30,32.875000,34.000000,29.000000,29.000000,20.334383,583600
2000-07-03,29.187500,29.625000,29.125000,29.250000,20.509663,80300
2000-07-05,29.250000,29.500000,28.375000,29.375000,20.597315,80400
2000-07-06,29.125000,29.250000,28.750000,28.875000,20.246721,56000
2000-07-07,28.625000,29.750000,28.312500,29.750000,20.860266,36300
2000-07-10,29.875000,32.125000,29.875000,32.000000,22.437931,76900
2000-07-11,32.125000,33.812500,32.125000,33.375000,23.402060,106000
2000-07-12,33.062500,34.250000,32.312500,34.250000,24.015594,286500
2000-07-13,34.250000,34.250000,33.687500,33.687500,23.621178,87400
2000-07-14,33.687500,33.875000,33.437500,33.875000,23.752659,13700
2000-07-17,33.875000,34.000000,33.062500,33.062500,23.182943,49800
2000-07-18,32.875000,32.875000,31.562500,32.312500,22.657051,60500
2000-07-19,32.312500,32.312500,31.937500,32.125000,22.525583,98500
2000-07-20,32.187500,32.625000,32.062500,32.562500,22.832344,28000
2000-07-21,32.687500,33.875000,32.687500,33.812500,23.708828,20000
2000-07-24,33.812500,36.375000,33.812500,34.062500,23.884127,103000
2000-07-25,34.125000,34.500000,33.750000,33.750000,23.665005,76600
2000-07-26,33.812500,34.375000,33.812500,34.062500,23.884127,62200
2000-07-27,34.000000,34.062500,34.000000,34.062500,23.884127,18100
2000-07-28,34.312500,34.312500,34.000000,34.000000,23.840303,129100
2000-07-31,33.937500,34.000000,33.687500,33.750000,23.665005,69000
2000-08-01,33.750000,33.750000,33.562500,33.625000,23.577353,4900
2000-08-02,33.562500,33.625000,33.500000,33.562500,23.533539,4400
2000-08-03,33.625000,33.750000,33.500000,33.625000,23.577353,26700
2000-08-04,33.750000,33.750000,33.687500,33.750000,23.665005,14900
2000-08-07,33.875000,33.875000,31.125000,32.375000,22.700878,77600
2000-08-08,32.500000,33.000000,32.500000,32.875000,23.051476,16000
2000-08-09,33.000000,33.875000,32.000000,33.875000,23.752659,57000
2000-08-10,33.875000,33.875000,33.500000,33.625000,23.577353,15600
2000-08-11,33.500000,33.500000,33.250000,33.312500,23.358242,8300
2000-08-14,33.375000,33.625000,33.312500,33.500000,23.489708,16400
2000-08-15,33.500000,33.625000,33.312500,33.375000,23.402060,17600
2000-08-16,33.500000,33.687500,33.500000,33.687500,23.621178,36700
2000-08-17,33.687500,34.875000,33.687500,34.750000,24.366186,34400
2000-08-18,34.750000,34.750000,34.500000,34.625000,24.278543,20400
2000-08-21,34.562500,35.000000,34.562500,34.875000,24.453836,15200
2000-08-22,35.000000,35.500000,35.000000,35.375000,24.804441,6200
2000-08-23,35.375000,35.437500,34.625000,34.750000,24.366186,8500
2000-08-24,34.750000,35.062500,34.562500,35.000000,24.541491,92100
2000-08-25,34.875000,35.375000,34.875000,35.312500,24.760607,33300
2000-08-28,35.312500,35.500000,35.250000,35.312500,24.760607,31200
2000-08-29,35.250000,38.500000,35.250000,38.125000,26.732691,24900
2000-08-30,38.250000,39.000000,37.250000,38.000000,26.645048,36300
2000-08-31,38.000000,41.000000,38.000000,41.000000,28.748602,45700
2000-09-01,41.250000,42.625000,41.250000,41.687500,29.230667,38900
2000-09-05,41.437500,41.750000,41.125000,41.500000,29.099195,17500
2000-09-06,41.250000,41.375000,40.375000,40.437500,28.354185,21100
2000-09-07,39.625000,39.750000,35.500000,36.625000,25.680918,241400
2000-09-08,36.500000,37.062500,36.000000,37.000000,25.943855,59900
2000-09-11,37.250000,38.625000,37.250000,38.625000,27.083288,40900
2000-09-12,38.750000,39.000000,38.375000,38.875000,27.258587,41300
2000-09-13,38.750000,38.937500,38.750000,38.937500,27.302410,7300
2000-09-14,38.875000,39.125000,38.625000,38.625000,27.083288,21800
2000-09-15,38.375000,38.500000,37.875000,38.000000,26.645048,66200
2000-09-18,37.875000,38.375000,37.625000,38.000000,26.645048,97200
2000-09-19,38.000000,38.375000,37.812500,38.375000,26.907984,20000
2000-09-20,38.125000,38.250000,38.000000,38.250000,26.820341,22100
2000-09-21,38.000000,38.000000,36.500000,36.500000,25.593267,21400
2000-09-22,36.250000,36.875000,34.625000,34.625000,24.278543,66400
2000-09-25,34.625000,36.000000,34.625000,35.625000,24.979727,60500
2000-09-26,35.625000,35.750000,35.250000,35.312500,24.760607,49400
2000-09-27,35.375000,35.375000,34.250000,34.750000,24.366186,32600
2000-09-28,34.687500,34.687500,33.250000,33.562500,23.533539,82000
2000-09-29,33.625000,34.750000,32.000000,32.000000,22.437931,72800
2000-10-02,32.250000,33.000000,31.875000,33.000000,23.139112,121600
2000-10-03,33.375000,36.000000,33.375000,35.000000,24.541491,105500
2000-10-04,35.000000,35.250000,34.062500,35.125000,24.629126,99000
2000-10-05,35.125000,36.812500,35.125000,36.812500,25.812391,40800
2000-10-06,36.812500,38.625000,36.750000,37.000000,25.943855,130100
2000-10-09,37.250000,37.500000,37.000000,37.375000,26.206806,77500
2000-10-10,37.500000,38.000000,37.500000,37.750000,26.469746,69600
2000-10-11,37.625000,37.625000,36.000000,36.062500,25.286493,32600
2000-10-12,36.062500,36.250000,35.750000,35.875000,25.155025,37900
2000-10-13,36.125000,38.625000,36.000000,38.625000,27.083288,70500
2000-10-16,38.750000,40.000000,38.750000,39.875000,27.959763,72700
2000-10-17,39.875000,40.000000,38.500000,38.750000,27.170931,112000
2000-10-18,38.000000,42.000000,38.000000,41.625000,29.186838,228500
2000-10-19,42.000000,42.500000,40.125000,40.750000,28.573296,125300
2000-10-20,40.750000,42.625000,40.750000,42.062500,29.493614,59200
2000-10-23,42.062500,42.062500,40.312500,41.375000,29.011541,96200
2000-10-24,41.250000,41.250000,38.625000,39.500000,27.696821,122100
2000-10-25,39.375000,40.500000,39.375000,40.500000,28.398010,44600
2000-10-26,40.375000,41.000000,40.375000,40.812500,28.617138,46800
2000-10-27,41.000000,43.000000,41.000000,42.437500,29.756563,124300
2000-10-30,42.500000,43.000000,41.562500,42.500000,29.800371,114300
2000-10-31,42.625000,43.000000,42.375000,42.625000,29.888027,85200
2000-11-01,42.375000,42.625000,41.500000,42.375000,29.712725,94000
2000-11-02,42.250000,44.875000,42.000000,44.250000,31.027445,58400
2000-11-03,44.500000,44.500000,43.562500,43.687500,30.633032,36600
2000-11-06,43.937500,44.250000,43.250000,43.625000,30.589207,141800
2000-11-07,43.625000,44.187500,43.500000,43.687500,30.633032,49000
2000-11-08,43.437500,43.750000,43.437500,43.500000,30.501558,50200
2000-11-09,43.375000,44.500000,42.750000,44.250000,31.027445,91200
2000-11-10,44.125000,44.500000,43.937500,44.125000,30.939814,15600
2000-11-13,44.000000,44.000000,41.000000,42.500000,29.800371,64900
2000-11-14,42.250000,43.750000,42.250000,43.375000,30.413925,41200
2000-11-15,43.250000,45.500000,43.250000,45.125000,31.640989,90700
2000-11-16,45.000000,47.937500,45.000000,46.000000,32.254520,100100
2000-11-17,46.250000,46.750000,46.000000,46.562500,32.648937,24300
2000-11-20,46.437500,46.437500,44.187500,44.875000,31.465700,59200
2000-11-21,43.250000,43.250000,39.750000,41.750000,29.274492,237700
2000-11-22,41.000000,41.500000,40.562500,41.500000,29.099195,41000
2000-11-24,41.250000,42.500000,41.250000,42.500000,29.800371,13400
2000-11-27,43.000000,43.375000,42.500000,43.125000,30.238626,49800
2000-11-28,43.125000,44.000000,43.125000,43.875000,30.764494,22400
2000-11-29,44.125000,44.125000,43.375000,44.000000,30.852150,86800
2000-11-30,44.000000,44.000000,43.000000,43.625000,30.589207,35800
2000-12-01,43.625000,44.375000,43.625000,43.812500,30.720695,14000
2000-12-04,43.750000,44.000000,42.750000,42.750000,29.975672,36700
2000-12-05,42.625000,44.000000,42.625000,44.000000,30.852150,80000
2000-12-06,44.250000,47.125000,44.250000,45.000000,31.553329,30900
2000-12-07,45.125000,45.625000,45.000000,45.437500,31.860102,31300
2000-12-08,45.500000,48.000000,45.437500,47.500000,33.306301,31800
2000-12-11,47.500000,47.500000,47.000000,47.125000,33.043369,66200
2000-12-12,47.000000,47.375000,45.000000,45.000000,31.553329,31600
2000-12-13,45.062500,45.375000,44.750000,44.750000,31.378046,102100
2000-12-14,44.750000,44.812500,44.125000,44.250000,31.027445,34800
2000-12-15,44.125000,44.125000,42.500000,43.187500,30.282440,87100
2000-12-18,43.437500,45.750000,43.437500,45.250000,31.728626,30200
2000-12-19,45.000000,45.250000,43.437500,43.437500,30.457743,83900
2000-12-20,43.250000,43.625000,41.000000,41.750000,29.274492,95100
2000-12-21,41.750000,41.937500,39.500000,40.125000,28.135046,83300
2000-12-22,40.125000,40.125000,37.625000,38.500000,26.995630,101000
2000-12-26,38.437500,39.312500,38.375000,39.312500,27.565348,31700
2000-12-27,39.375000,41.125000,38.562500,41.125000,28.836245,82800
2000-12-28,41.125000,44.250000,41.125000,43.375000,30.413925,57300
2000-12-29,43.437500,44.000000,42.000000,42.000000,29.449785,71700
2001-01-02,42.250000,42.562500,40.000000,40.000000,28.047417,54000
2001-01-03,39.750000,40.125000,39.250000,39.812500,27.915934,54000
2001-01-04,40.062500,40.687500,39.375000,39.375000,27.609156,65700
2001-01-05,39.375000,39.375000,35.375000,35.750000,25.067369,94500
2001-01-08,36.000000,37.187500,36.000000,36.500000,25.593267,75800
2001-01-09,36.875000,37.000000,36.312500,36.312500,25.461790,17900
2001-01-10,36.375000,38.000000,36.375000,37.875000,26.557392,42500
2001-01-11,37.625000,38.750000,36.625000,36.625000,25.680918,53700
2001-01-12,36.875000,37.250000,35.750000,37.000000,25.943855,51800
2001-01-16,37.500000,38.062500,36.062500,38.000000,26.645048,116400
2001-01-17,38.500000,41.500000,38.500000,40.250000,28.222710,128800
2001-01-18,40.250000,40.500000,40.000000,40.375000,28.310366,67600
2001-01-19,40.375000,41.250000,39.812500,39.812500,27.915934,62200
2001-01-22,39.812500,39.937500,39.375000,39.937500,28.003578,41200
2001-01-23,39.937500,40.375000,39.500000,40.312500,28.266527,46500
2001-01-24,40.375000,40.375000,39.187500,39.187500,27.477692,23300
2001-01-25,39.187500,39.500000,38.750000,39.500000,27.696821,140000
2001-01-26,39.500000,39.687500,39.437500,39.562500,27.740648,29500
2001-01-29,39.500000,41.310001,39.500000,41.250000,28.923897,74000
2001-01-30,41.250000,41.549999,40.750000,40.790001,28.601343,63400
2001-01-31,41.000000,41.000000,39.660000,39.919998,27.991302,42000
2001-02-01,40.000000,41.250000,39.750000,41.000000,28.748602,120700
2001-02-02,41.000000,42.599998,41.000000,42.500000,29.800371,65800
2001-02-05,42.750000,43.000000,41.000000,41.000000,28.748602,50500
2001-02-06,40.750000,41.250000,40.000000,41.200001,28.888832,35000
2001-02-07,41.200001,44.000000,41.200001,42.860001,30.052809,76500
2001-02-08,43.000000,43.400002,42.540001,43.000000,30.150976,48200
2001-02-09,43.000000,43.000000,42.200001,42.200001,29.590029,27200
2001-02-12,42.200001,43.709999,42.000000,43.389999,30.424438,33100
2001-02-13,43.139999,43.990002,43.139999,43.599998,30.571682,33900
2001-02-14,43.459999,43.459999,42.500000,43.099998,30.221083,20800
2001-02-15,43.349998,43.500000,42.700001,43.400002,30.431442,18400
2001-02-16,43.200001,43.200001,41.930000,42.099998,29.519905,29600
2001-02-20,42.099998,42.099998,39.099998,39.400002,27.626707,52200
2001-02-21,39.200001,39.799999,39.099998,39.369999,27.605661,48400
2001-02-22,39.299999,39.299999,39.000000,39.009998,27.353243,85500
2001-02-23,39.009998,39.750000,39.009998,39.750000,27.872126,62700
2001-02-26,39.799999,42.650002,39.799999,42.099998,29.519905,50100
2001-02-27,42.349998,42.500000,41.000000,41.000000,28.748602,30400
2001-02-28,41.099998,41.099998,39.000000,39.400002,27.626707,59400
2001-03-01,39.400002,40.450001,39.250000,40.299999,28.257761,19700
2001-03-02,40.200001,41.549999,40.049999,40.509998,28.405020,11000
2001-03-05,40.700001,40.799999,39.049999,39.560001,27.738888,20500
2001-03-06,39.650002,40.700001,39.250000,39.599998,27.766939,13600
2001-03-07,39.700001,40.169998,39.500000,39.900002,27.977299,23300
2001-03-08,39.900002,41.000000,39.900002,39.950001,28.012352,20700
2001-03-09,39.950001,39.950001,37.250000,37.599998,26.364578,74300
2001-03-12,38.000000,38.450001,37.349998,38.029999,26.666077,38200
2001-03-13,38.009998,39.099998,38.009998,38.990002,27.339212,21400
2001-03-14,39.000000,40.209999,38.529999,39.200001,27.486467,40500
2001-03-15,39.049999,39.200001,38.599998,38.740002,27.163916,12300
2001-03-16,38.900002,38.919998,38.049999,38.049999,26.680103,67800
2001-03-19,38.020000,38.549999,37.419998,37.950001,26.609983,117300
2001-03-20,37.950001,37.950001,36.099998,36.189999,25.375895,90500
2001-03-21,36.200001,36.250000,35.900002,35.950001,25.207626,31600
2001-03-22,35.849998,35.849998,33.930000,34.000000,23.840303,49700
2001-03-23,34.000000,34.000000,32.299999,32.599998,22.858643,131600
2001-03-26,32.599998,33.500000,31.250000,33.250000,23.314404,103500
2001-03-27,33.200001,34.939999,33.000000,34.939999,24.499418,37600
2001-03-28,35.000000,35.549999,33.599998,35.500000,24.892078,37200
2001-03-29,35.500000,37.000000,35.400002,36.349998,25.488094,34700
2001-03-30,36.250000,36.549999,35.349998,36.000000,25.242674,51100
2001-04-02,35.900002,35.959999,35.500000,35.500000,24.892078,96900
2001-04-03,35.750000,35.799999,34.700001,34.750000,24.366186,31900
2001-04-04,34.750000,34.990002,30.760000,32.000000,22.437931,97400
2001-04-05,34.000000,34.500000,33.540001,33.540001,23.517756,334400
2001-04-06,33.500000,34.250000,33.139999,33.200001,23.279354,115900
2001-04-09,33.439999,34.299999,33.439999,33.700001,23.629944,72400
2001-04-10,34.250000,34.799999,34.000000,34.799999,24.401251,96300
2001-04-11,35.250000,36.750000,35.250000,36.400002,25.523153,46500
2001-04-12,36.200001,36.599998,34.220001,34.220001,23.994570,69700
2001-04-16,34.049999,34.049999,31.500000,31.820000,22.311716,159500
2001-04-17,31.820000,33.200001,31.730000,33.000000,23.139112,247100
2001-04-18,33.250000,34.400002,33.160000,34.400002,24.120779,258300
2001-04-19,34.250000,34.480000,34.000000,34.099998,23.910418,17500
2001-04-20,34.000000,34.000000,31.950001,32.299999,22.648277,60800
2001-04-23,32.250000,32.250000,31.209999,32.000000,22.437931,72100
2001-04-24,32.000000,33.669998,32.000000,33.400002,23.419592,78400
2001-04-25,33.299999,33.919998,33.240002,33.750000,23.665005,47800
2001-04-26,33.900002,34.500000,32.400002,32.400002,22.718407,28100
2001-04-27,32.250000,33.500000,32.250000,33.500000,23.489708,23700
2001-04-30,33.400002,33.849998,33.349998,33.799999,23.700062,36000
